index,geoid20,wt_avg_miles,access_to,aggregation
526,530330119022,0.3732676912995425,all_hct,poc
527,530330119023,0.11252067814275288,all_hct,poc
528,530330120001,0.5149014529500772,all_hct,poc
529,530330120002,0.8275571854720916,all_hct,poc
530,530330120003,0.6987325980246817,all_hct,poc
531,530330121001,0.8684752864413111,all_hct,poc
532,530330121002,0.9818850990541662,all_hct,poc
533,530330201001,1.5879662121925908,all_hct,poc
534,530330201002,1.8576066609747637,all_hct,poc
535,530330201003,1.9318762876105868,all_hct,poc
536,530330202001,0.5002655772832645,all_hct,poc
537,530330202002,0.5795348097369101,all_hct,poc
538,530330202003,1.2604282977615806,all_hct,poc
539,530330202004,0.9280867372151602,all_hct,poc
540,530330203011,0.16500219833794758,all_hct,poc
541,530330203012,0.2756591388459882,all_hct,poc
542,530330203021,0.21311160795479597,all_hct,poc
543,530330203022,0.1064889920695205,all_hct,poc
544,530330203023,0.46487923410287585,all_hct,poc
545,530330204011,0.7316261172898706,all_hct,poc
546,530330204012,0.5396320358136008,all_hct,poc
547,530330204013,0.5183988448584561,all_hct,poc
548,530330204021,1.1803444218282395,all_hct,poc
549,530330204022,1.082107229419633,all_hct,poc
550,530330204023,1.1580701449569983,all_hct,poc
551,530330204024,0.9262219814094035,all_hct,poc
552,530330205001,0.5348052293203409,all_hct,poc
553,530330205002,0.7768035259170436,all_hct,poc
554,530330205003,0.9562859891100881,all_hct,poc
555,530330205004,0.691696259981958,all_hct,poc
556,530330205005,0.43748190706352064,all_hct,poc
557,530330206001,0.3818713708837006,all_hct,poc
558,530330206002,0.6969024818028973,all_hct,poc
559,530330206003,0.4687324870164364,all_hct,poc
560,530330206004,0.39649419483893983,all_hct,poc
561,530330207001,0.17383501074006102,all_hct,poc
562,530330207002,0.14661832451210793,all_hct,poc
563,530330207003,0.2990743568406741,all_hct,poc
564,530330208001,0.8000149969947408,all_hct,poc
565,530330208002,0.5593307383551283,all_hct,poc
566,530330208003,1.305725676441081,all_hct,poc
567,530330209001,0.24343592714346737,all_hct,poc
568,530330209002,0.2938262347996058,all_hct,poc
569,530330209003,0.84497652876971,all_hct,poc
570,530330210001,0.5066147769208883,all_hct,poc
571,530330210002,0.37275389550743504,all_hct,poc
572,530330210003,0.20303241703924627,all_hct,poc
573,530330210004,0.23979024961299325,all_hct,poc
574,530330210005,0.5279901688591039,all_hct,poc
575,530330211001,0.6969147141295519,all_hct,poc
576,530330211002,0.2520492961192578,all_hct,poc
577,530330211003,0.16235708869318277,all_hct,poc
